,Area.Name,Area.ID,Park.Name,Park.ID,Squirrel.ID,Primary.Fur.Color,Highlights.in.Fur.Color,Color.Notes,Location,Above.Ground..Height.in.Feet.,Specific.Location,Activities,Interactions.with.Humans,Other.Notes.or.Observations,Squirrel.Latitude..DD.DDDDDD.,Squirrel.Longitude...DD.DDDDDD.
237,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-32,Black,Gray,,Ground Plane,,,Foraging,Approaches,,NA,NA
238,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-33,Black,Gray,,Specific Location,,Tree,Sitting,Approaches,,NA,NA
239,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-34,Black,Gray,,Specific Location,,Tree,Climbing,Approaches,,NA,NA
240,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-35,Black,Gray,,Ground Plane,,,Foraging,Indifferent,,NA,NA
241,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-36,Black,Gray,,Specific Location,,Tree,Climbing,Indifferent,,NA,NA
242,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-37,Black,Gray,,Specific Location,,Tree,Climbing,Watching/Cautious,,NA,NA
243,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-38,Gray,Gray,,Ground Plane,,,Foraging,Watching/Cautious,,NA,NA
244,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-39,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,NA,NA
245,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-40,Gray,Gray,,Ground Plane,,,Foraging,Runs from,,NA,NA
246,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-41,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,NA,NA
247,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-42,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,NA,NA
248,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-43,Gray,Gray,,Ground Plane,,,Foraging,Runs from,,NA,NA
249,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-44,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,NA,NA
250,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-45,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,NA,NA
251,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-46,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,NA,NA
252,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-47,Gray,Gray,,Ground Plane,,,Foraging,Watching/Cautious,,NA,NA
253,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-48,Black,Black,,Ground Plane,,,Foraging,Watching/Cautious,They (#48 & #49) are fat.,NA,NA
254,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-49,Black,Black,,Ground Plane,,,Foraging,Watching/Cautious,They (#48 & #49) are fat.,NA,NA
255,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-52,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,NA,NA
256,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-53,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,NA,NA
257,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-54,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,NA,NA
258,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-55,Black,Gray,,Specific Location,,Tree,Climbing,Watching/Cautious,,NA,NA
259,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-56,Black,Gray,,Specific Location,,Tree,Climbing,Watching/Cautious,,NA,NA
260,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-57,Black,Gray,,Specific Location,,Tree,Climbing,Watching/Cautious,,NA,NA
261,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-58,Black,Gray,,Ground Plane,,,Foraging,Watching/Cautious,,NA,NA
262,CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-59,Black,Gray,,Ground Plane,,,Foraging,Watching/Cautious,,NA,NA
263,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-01,Black,Gray,,Ground Plane,,,Running,Watching/Cautious,Nibbling on shrubs?,40.725738,-73.972105
264,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-02,Black,Black,,Ground Plane,,,Running,Watching/Cautious,,40.722614,-73.972894
265,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-03,Black,Gray,,"Ground Plane, Above Ground",,,Climbing,Approaches,Siblings? (with #4) Playing (with #4) in fenced yard,40.72263,-73.973001
266,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-04,Black,Gray,,"Ground Plane, Above Ground",,,Eating,Watching/Cautious,Siblings? (with #3) Playing (with #3) in fenced yard,40.72263,-73.973109
267,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-05,Black,Gray,,Ground Plane,,,Foraging,Approaches,,40.722614,-73.973033
268,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-06,Black,Gray,,Ground Plane,,,Foraging,Approaches,,40.722173,-73.97272
269,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-07,Black,Gray,,"Ground Plane, Above Ground",8,,Climbing,Indifferent,,40.719379,-73.973504
270,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-08,Black,Gray,,"Ground Plane, Above Ground",8,,Climbing,Indifferent,,40.71935,-73.973445
271,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-09,Black,Gray,,"Above Ground, Specific Location",12,in a tree,Climbing,Watching/Cautious,,40.721923,-73.974121
272,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-10,Black,Gray,,Ground Plane,,,Eating,Approaches,,40.724011,-73.97313
273,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-11,Black,Gray,,Ground Plane,,,Climbing,Indifferent,Was very close to a dog and hid in a tree,40.724608,-73.972841
274,CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-12,Black,Gray,,Ground Plane,,,Foraging,Runs from,,40.724774,-73.97275
275,LOWER MANHATTAN,C,Seward Park,14,C-14-01,Black,"Cinnamon, White",,Ground Plane,,,Eating,Runs from,,40.715415,-73.989567
276,LOWER MANHATTAN,C,Seward Park,14,C-14-02,Black,Cinnamon,,Ground Plane,,,Eating,Indifferent,"Bushier and plump, big tail",40.715484,-73.989299
277,LOWER MANHATTAN,C,Seward Park,14,C-14-03,Gray,Cinnamon,,Ground Plane,,,Foraging,Runs from,,40.714749,-73.989577
278,LOWER MANHATTAN,C,Seward Park,14,C-14-04,Gray,Cinnamon,,Ground Plane,,,Climbing,Approaches,Looking to us for food! Climbed tree when we did not have any to give.,40.71468,-73.989776
279,LOWER MANHATTAN,C,Seward Park,14,C-14-05,Gray,Cinnamon,Cinnamon tail,"Ground Plane, Above Ground",9,,Climbing,Approaches,"Skinny tail, lots of digging, found an acorn and is eating",40.714846,-73.989679
280,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-01,Black,,,Above Ground,20,,Climbing,Runs from,Frantically zig-zagging whilst clutching a mid-afternoon snack,40.712159,-73.979415
281,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-02,Black,,,,,,Foraging,Approaches,Digging in leaves carelessly,40.712199,-73.979519
282,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-03,Black,,,,,,Sleeping,Watching/Cautious,Multiple nut dives into the leaves; mostly successful,40.712118,-73.97968
283,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-04,Black,Cinnamon,,,,,Sleeping,Watching/Cautious,Playing tag with #5,40.712179,-73.979776
284,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-05,Black,Cinnamon,,,,,Sleeping,Watching/Cautious,Playing tag with #4,40.712216,-73.979857
285,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-07,Black,,,Above Ground,25,,Sleeping,Watching/Cautious,,40.71224,-73.979744
286,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-09,Black,Cinnamon,,Above Ground,8,,Climbing,Watching/Cautious,Meandering among the branches,40.711866,-73.97976
287,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-10,Black,Gray,,Above Ground,8,,Climbing,Approaches,"Came by to make sure we had proper Sighter buttons, looks like a Gerald",40.71174,-73.980539
288,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-13,Black,Black,,"Ground Plane, Above Ground",30,,Climbing,Watching/Cautious,"#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711417,73.977767
289,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-14,Black,Black,,"Ground Plane, Above Ground",30,,Climbing,Watching/Cautious,"#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711421,-73.977692
290,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-15,Black,Black,,"Ground Plane, Above Ground",30,,Climbing,Watching/Cautious,"#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711409,-73.977719
291,LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-16,Black,,,Above Ground,20‰ÛÒ30,,Foraging,Approaches,So curious! A unique color and thirst for the unknown.,40.711303,-73.97759
292,LOWER MANHATTAN,C,Columbus Park,16,C-16-01,Gray,Cinnamon,Cinnamon streak down back,Ground Plane,,,Climbing,Approaches,"Boy, Alert ‰ÛÓ lots of basketball close by",40.714867,-74.000236
293,LOWER MANHATTAN,C,Columbus Park,16,C-16-02,Gray,Cinnamon,,Ground Plane,,,Foraging,Watching/Cautious,,40.7159,-74.000167
294,LOWER MANHATTAN,C,Columbus Park,16,C-16-03,Gray,,,Above Ground,25,,Sleeping,Indifferent,Nibbling on branches,40.714875,-74.000346
295,LOWER MANHATTAN,C,Columbus Park,16,C-16-04,Gray,,,Above Ground,35,,Climbing,Approaches,Patchy ‰ÛÓåÊbald spots,40.715779,-73.999887
296,LOWER MANHATTAN,C,Teardrop Park,18,C-18-01,Gray,Cinnamon,,Ground Plane,,,Running,Runs from,"Ran up tree and down tree, tail vibration ‰ÛÓ not a flag or twitch, kuk sound",40.716335,-74.015612
297,LOWER MANHATTAN,C,City Hall Park,19,C-19-01,Cinnamon,White,,Ground Plane,,,Foraging,Watching/Cautious,,40.712828,-74.005072
298,LOWER MANHATTAN,C,City Hall Park,19,C-19-02,Cinnamon,,,Above Ground,,,Climbing,Watching/Cautious,Chasing #3 up the tree,40.712938,-74.005152
299,LOWER MANHATTAN,C,City Hall Park,19,C-19-03,Cinnamon,,,Above Ground,,,Climbing,Watching/Cautious,Chasing #2 up the tree,40.712938,-74.005152
300,LOWER MANHATTAN,C,City Hall Park,19,C-19-04,Cinnamon,"Cinnamon, White",,Ground Plane,,,Eating,Approaches,Very chubby cinnamon squirrel got peanuts from humans and buried them in leaves,40.712893,-74.005233
301,LOWER MANHATTAN,C,City Hall Park,19,C-19-05,Cinnamon,"Cinnamon, White",,Ground Plane,,,Eating,Approaches,Couldn't find a good spot to bury theirs (peanuts from humans),40.712893,-74.005233
302,LOWER MANHATTAN,C,City Hall Park,19,C-19-06,Cinnamon,Cinnamon,,Ground Plane,,,Eating,Approaches,Being fed by people,40.712922,-74.005147
303,LOWER MANHATTAN,C,City Hall Park,19,C-19-07,Cinnamon,Cinnamon,,Ground Plane,,,Eating,Approaches,Being fed by people,40.712922,-74.005147
304,LOWER MANHATTAN,C,City Hall Park,19,C-19-08,Cinnamon,White,Very distinct white outlines on ears and ring around tail,Ground Plane,,,Eating,Approaches,Came out to get peanut from human,40.713044,-74.005404
305,LOWER MANHATTAN,C,City Hall Park,19,C-19-09,Cinnamon,Gray,,Above Ground,5,,Climbing,Runs from,"Perched in a bush, watched us and scampered off to eat - very little squirrel",40.712836,-74.005662
306,LOWER MANHATTAN,C,City Hall Park,19,C-19-10,Cinnamon,White,,"Ground Plane, Specific Location",,on City Hall back steps,Running,Indifferent,,40.712881,-74.005823
307,LOWER MANHATTAN,C,City Hall Park,19,C-19-11,Cinnamon,"Cinnamon, White",,"Ground Plane, Specific Location",,by back steps of City Hall,Foraging,Approaches,Found something to eat buried in leaves and then looked for more,40.712995,-74.005963
308,LOWER MANHATTAN,C,City Hall Park,19,C-19-14,Cinnamon,White,,Ground Plane,,,Foraging,Runs from,,40.713339,-74.006313
309,LOWER MANHATTAN,C,City Hall Park,19,C-19-15,Cinnamon,White,,Ground Plane,,,Running,Watching/Cautious,"Very active, darting around",40.713518,-74.006308
310,LOWER MANHATTAN,C,City Hall Park,19,C-19-16,Cinnamon,White,Lots of white!,Above Ground,3,,Climbing,Watching/Cautious,"Perched on knot of tree, watching us, then started foraging",40.71312,-74.006862
311,LOWER MANHATTAN,C,City Hall Park,19,C-19-17,Cinnamon,White,,Ground Plane,,,Foraging,Approaches,Successfully finding buried food,40.712872,-74.006878
312,LOWER MANHATTAN,C,City Hall Park,19,C-19-18,Cinnamon,White,,Ground Plane,,,Foraging,Indifferent,"Rolling around in loose dirt with a ""swimming"" motion",40.712872,-74.006878
313,LOWER MANHATTAN,C,Battery Park,20,C-20-01,Gray,Cinnamon,,Above Ground,5,,Sleeping,Runs from,#1‰ÛÒ5 all together being fed by humans,40.704053,-74.01612
314,LOWER MANHATTAN,C,Battery Park,20,C-20-02,Gray,"Cinnamon, White",,Specific Location,,on fencing,Climbing,Watching/Cautious,#1‰ÛÒ5 all together being fed by humans - Hungry,40.704011,-74.016134
315,LOWER MANHATTAN,C,Battery Park,20,C-20-03,Gray,"Cinnamon, White",,Ground Plane,,,Sleeping,Indifferent,"#1‰ÛÒ5 all together being fed by humans, Had a ton of leaves in his mouth for several minutes",40.703897,-74.016118
316,LOWER MANHATTAN,C,Battery Park,20,C-20-04,Cinnamon,,,Ground Plane,,,Sleeping,Watching/Cautious,#1‰ÛÒ5 all together being fed by humans,40.703885,-74.016161
317,LOWER MANHATTAN,C,Battery Park,20,C-20-05,Gray,"Cinnamon, White",,Specific Location,,on fencing,Sleeping,Watching/Cautious,#1‰ÛÒ5 all together being fed by humans,40.703848,-74.016134
318,LOWER MANHATTAN,C,Battery Park,20,C-20-07,Cinnamon,White,,Ground Plane,,,Running,Runs from,,40.704211,-74.015859
319,LOWER MANHATTAN,C,Battery Park,20,C-20-08,Gray,White,,Ground Plane,,,Foraging,Watching/Cautious,Obviously a couple with #9,40.704142,-74.015837
320,LOWER MANHATTAN,C,Battery Park,20,C-20-09,Gray,White,,Ground Plane,,,Foraging,Watching/Cautious,Obviously a couple with #8,40.704175,-74.015306
321,LOWER MANHATTAN,C,Battery Park,20,C-20-10,Gray,"Cinnamon, White",,Ground Plane,,,Running,Indifferent,Skinny with tiny ears,40.704171,-74.015242
322,LOWER MANHATTAN,C,Battery Park,20,C-20-11,Gray,White,,Ground Plane,,,Foraging,Approaches,,40.704468,-74.014774
323,LOWER MANHATTAN,C,Battery Park,20,C-20-12,Gray,White,,Ground Plane,,,Foraging,Approaches,,40.704453,-74.014757
324,LOWER MANHATTAN,C,Battery Park,20,C-20-13,Gray,White,,Ground Plane,,,Eating,Indifferent,,40.70442,-74.014741
325,LOWER MANHATTAN,C,Battery Park,20,C-20-18,Gray,,,Ground Plane,,,Sleeping,Watching/Cautious,Looks like he has a patch of fur missing on his back,40.703383,-74.015584
326,LOWER MANHATTAN,C,Battery Park,20,C-20-19,Gray,Cinnamon,,Above Ground,2,,Climbing,Watching/Cautious,,40.70295,-74.015813
327,LOWER MANHATTAN,C,Battery Park,20,C-20-20,Cinnamon,,,Ground Plane,,,Sleeping,Watching/Cautious,,40.702934,-74.015775
328,LOWER MANHATTAN,C,Battery Park,20,C-20-22,Cinnamon,,,Specific Location,,on a bench,Sleeping,Watching/Cautious,,40.702411,-74.015896
329,LOWER MANHATTAN,C,Battery Park,20,C-20-24,Gray,Cinnamon,,Specific Location,,on fence,Climbing,Watching/Cautious,,40.702467,-74.015757
330,LOWER MANHATTAN,C,Battery Park,20,C-20-25,Gray,Cinnamon,,"Above Ground, Specific Location",15,in a tree,Sleeping,Watching/Cautious,,40.702597,-74.016132
331,LOWER MANHATTAN,C,Battery Park,20,C-20-26,Gray,Cinnamon,,Specific Location,,on fence,Climbing,Watching/Cautious,,40.702618,-74.016556
332,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-02,Gray,Cinnamon,White underbelly,Above Ground,< 1,,Climbing,Indifferent,,40.725511,-73.943609
333,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-04,Gray,,,Above Ground,15,,Climbing,Watching/Cautious,,40.725478,-73.944113
334,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-05,Gray,,,Above Ground,30,,Eating,Watching/Cautious,,40.725527,-73.943974
335,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-06,Gray,Cinnamon,,Ground Plane,,,Eating,Approaches,We fed him!,40.725397,-73.944124
336,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-07,Gray,,,Above Ground,30,,Climbing,Watching/Cautious,,40.725413,-73.943984
337,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-08,Gray,,,Ground Plane,,,Climbing,Watching/Cautious,,40.724755,-73.944006
338,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-09,Gray,,,Ground Plane,,,Climbing,Watching/Cautious,,40.723974,-73.943845
339,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-10,Gray,,,Ground Plane,,,Climbing,Watching/Cautious,,40.723462,-73.943952
340,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-11,Gray,,,Ground Plane,,,Climbing,Watching/Cautious,,40.725372,-73.943652
341,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-12,Gray,White,,"Above Ground, Specific Location",15,by playground,Sitting,Indifferent,,40.725364,-73.943512
342,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-13,Gray,Gray,,Ground Plane,,at Nassau (Avenue) / Henry (Street) ,Running,Runs from,,40.725397,-73.943297
343,BROOKLYN,D,Msgr. McGolrick Park,21,D-21-14,Gray,Cinnamon,,Ground Plane,,,Running,Indifferent,,40.725197,-73.943273
344,BROOKLYN,D,McCarren Park,22,D-22-01,Cinnamon,White,,Ground Plane,,,Eating,Indifferent,,40.72167,-73.953364
345,BROOKLYN,D,McCarren Park,22,D-22-02,Gray,White,,Ground Plane,,,Eating,Approaches,,40.721768,-73.953192
346,BROOKLYN,D,McCarren Park,22,D-22-03,Gray,White,,Ground Plane,,,Running,Runs from,Ran in from baseball field,40.721662,-73.953278
347,BROOKLYN,D,McCarren Park,22,D-22-04,Gray,Cinnamon,,Above Ground,,,Climbing,Runs from,,40.721857,-73.953139
348,BROOKLYN,D,McCarren Park,22,D-22-05,Cinnamon,,,Ground Plane,,,Running,Approaches,Running around,40.721941,-73.952947
349,BROOKLYN,D,McCarren Park,22,D-22-06,Cinnamon,,,Above Ground,,,Climbing,Approaches,Perched up ‰ÛÓ came close to us!,40.722039,-73.952796
350,BROOKLYN,D,McCarren Park,22,D-22-08,Cinnamon,White,,Ground Plane,,,Running,Runs from,,40.721713,-73.95305
351,BROOKLYN,D,McCarren Park,22,D-22-09,Gray,Gray,,"Ground Plane, Specific Location",,In a trash and metal heap next to baseball field,Foraging,Indifferent,,40.721933,-73.953147
352,BROOKLYN,D,McCarren Park,22,D-22-10,Gray,"Cinnamon, White",,"Above Ground, Specific Location",12,in tree,Climbing,Runs from,Ran up a tree,40.722283,-73.953115
353,BROOKLYN,D,McCarren Park,22,D-22-11,Gray,Gray,,Ground Plane,,,Running,Runs from,Ran out of park,40.722698,-73.953198
354,BROOKLYN,D,McCarren Park,22,D-22-12,Gray,White,,Ground Plane,,,Foraging,Indifferent,Birds walking nearby,40.722819,-73.952095
355,BROOKLYN,D,McCarren Park,22,D-22-13,Gray,White,,Above Ground,,,Climbing,Indifferent,Ran from ground to tree,40.722966,-73.951987
356,BROOKLYN,D,McCarren Park,22,D-22-14,Cinnamon,White,,"Above Ground, Specific Location",3,in short tree,Climbing,Watching/Cautious,,40.723136,-73.951794
357,BROOKLYN,D,McCarren Park,22,D-22-15,Gray,White,,"Above Ground, Specific Location",,in tree,Eating,Indifferent,,40.723071,-73.951697
358,BROOKLYN,D,McCarren Park,22,D-22-16,Cinnamon,Gray,,"Ground Plane, Specific Location",,below park benches,Foraging,Indifferent,Great jumper,40.723006,-73.951655
359,BROOKLYN,D,McCarren Park,22,D-22-18,Cinnamon,Cinnamon,,Above Ground,14,,Sitting,Indifferent,Perched on branch,40.722603,-73.951449
360,BROOKLYN,D,McCarren Park,22,D-22-19,Cinnamon,"Gray, White",,Above Ground,20,,Climbing,Watching/Cautious,"Very small, climbed from one tree to another",40.721247,-73.951609
361,BROOKLYN,D,McCarren Park,22,D-22-20,Black,"Cinnamon, White",,Above Ground,75,,Climbing,Indifferent,"Small, on tree on branch, two others below it",40.720606,-73.952769
362,BROOKLYN,D,McCarren Park,22,D-22-21,Black,"Cinnamon, White",,Above Ground,15,,Climbing,Indifferent,"Started in middle of tree, started chasing others up in branches, jumped from branch to branch",40.720582,-73.952694
363,BROOKLYN,D,McCarren Park,22,D-22-22,Black,"Cinnamon, White",,Above Ground,20,,Climbing,Indifferent,One of three together on a tree,40.720533,-73.95272
364,BROOKLYN,D,McCarren Park,22,D-22-23,Black,White,,Above Ground,20,,Climbing,Indifferent,Jumped from one tree to next,40.720488,-73.952806
365,BROOKLYN,D,McCarren Park,22,D-22-24,Black,White,,Ground Plane,,,Foraging,Indifferent,Dog chased it up a tree,40.720458,-73.954244
366,BROOKLYN,D,McCarren Park,22,D-22-25,Black,"Cinnamon, White",,Ground Plane,,,Foraging,Watching/Cautious,,40.720018,-73.953442
367,BROOKLYN,D,McCarren Park,22,D-22-26,Black,White,,Ground Plane,,,Foraging,Indifferent,Fast,40.720026,-73.953652
368,BROOKLYN,D,McCarren Park,22,D-22-27,Black,Cinnamon,,Ground Plane,,,Foraging,Indifferent,Near a lot of little birds,40.719777,-73.952774
369,BROOKLYN,D,McCarren Park,22,D-22-28,Black,White,,Ground Plane,,,Running,Watching/Cautious,Running against fence,40.720114,-73.952768
370,BROOKLYN,D,McCarren Park,22,D-22-29,Black,"Cinnamon, White",,Ground Plane,,,Sitting,Runs from,"Standing at base of tree, then climbed up",40.719944,-73.952505
371,BROOKLYN,D,McCarren Park,22,D-22-30,Black,White,,Ground Plane,,,Foraging,Approaches,,40.720448,-73.952521
372,BROOKLYN,D,McCarren Park,22,D-22-31,Cinnamon,White,,Ground Plane,,,Foraging,Approaches,Walking around bushes,40.720412,-73.952353
373,BROOKLYN,D,McCarren Park,22,D-22-32,Gray,"Cinnamon, White",,Ground Plane,,,Foraging,Indifferent,A little on the robust side,40.720372,-73.952326
374,BROOKLYN,D,McCarren Park,22,D-22-33,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,Busy digging for something,40.720749,-73.951891
375,BROOKLYN,D,McCarren Park,22,D-22-36,Cinnamon,"Gray, Cinnamon",Reddish tail,Ground Plane,,,Eating,Watching/Cautious,Pretty fat,40.72112,-73.95104
376,BROOKLYN,D,McCarren Park,22,D-22-37,Gray,Gray,,Ground Plane,,,Running,Indifferent,"Turning around, trying to eat",40.721315,-73.950943
377,BROOKLYN,D,McCarren Park,22,D-22-38,Gray,"Cinnamon, White",,Ground Plane,,,Eating,Watching/Cautious,Sitting next to #39 and eating,40.721258,-73.950799
378,BROOKLYN,D,McCarren Park,22,D-22-39,Gray,"Cinnamon, White",,Ground Plane,,,Eating,Watching/Cautious,Sitting next to #38 and eating,40.721217,-73.95077
379,BROOKLYN,D,McCarren Park,22,D-22-40,Cinnamon,White,,Ground Plane,,,Foraging,Indifferent,Fluffy,40.721173,-73.950781
380,BROOKLYN,D,McCarren Park,22,D-22-41,Cinnamon,Cinnamon,,Above Ground,,,Foraging,Indifferent,Skinny,40.721161,-73.950732
381,BROOKLYN,D,McCarren Park,22,D-22-42,Gray,Gray,,Above Ground,,,Climbing,Indifferent,Clinging to tree,40.721124,-73.950797
382,BROOKLYN,D,McCarren Park,22,D-22-43,Gray,White,,Above Ground,10,,Climbing,Watching/Cautious,Playing with another squirrel in a tree,40.721026,-73.950765
383,BROOKLYN,D,McCarren Park,22,D-22-44,Gray,"Cinnamon, White",,Ground Plane,,,Foraging,Watching/Cautious,Ran very quickly,40.719376,-73.952326
